,text,term,polarity
1694,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,1
1695,Dahkin also offers prix fixe lunch and buffet.,buffet,1
1697,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,1
1698,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,1
1699,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,0
1700,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,0
1701,Great place to grab a hot bagel on the way to work.,hot bagel,1
1702,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,-1
1703,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,0
1704,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,0
1705,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,-1
1706,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,-1
1707,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,0
1708,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,0
1709,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,0
1710,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,-1
1711,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,1
1712,I would highly recommand requesting a table by the window.,table by the window,1
1713,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,1
1714,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,-1
1715,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,-1
1716,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,-1
1717,"The service, however, was a bright flower in a garden.",service,1
1718,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,1
1719,"The food is very good too but for the most part, it's just regular food, nothing special.",food,1
1720,"The food is very good too but for the most part, it's just regular food, nothing special.",food,0
1721,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,1
1722,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,0
1723,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,1
1724,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,1
1725,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,1
1726,The location is perfect.,location,1
1727,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,1
1728,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,1
1729,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,-1
1730,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,1
1731,The lunch special is an asbolute steal.,lunch special,1
1732,This food is asian-air fusion.,food,0
1733,Nothing fancy but really good food with pretty reasonable price.,food,1
1734,Nothing fancy but really good food with pretty reasonable price.,price,1
1735,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,1
1736,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,1
1737,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,1
1738,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,1
1739,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,1
1741,Once for dinner and once for brunch.,dinner,0
1742,Once for dinner and once for brunch.,brunch,0
1743,Not worth the prices.,prices,-1
1744,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,1
1745,Service was good and food is wonderful.,Service,1
1746,Service was good and food is wonderful.,food,1
1747,She gets 10 for her excellent service and advice.,service,1
1748,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,1
1749,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,1
1750,And I say snacking because it really is not set up to be a proper dinner.,dinner,-1
1751,And I say snacking because it really is not set up to be a proper dinner.,snacking,0
1752,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,quality of food,1
1753,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,1
1754,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,1
1755,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,1
1756,(Always ask the bartender for the SEASONAL beer!!!,bartender,0
1757,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,1
1758,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,0
1760,Service and food is what any one would expect when spending that type of money.,Service,0
1761,Service and food is what any one would expect when spending that type of money.,food,0
1762,LOVE the atmosphere - felt like I was in Paris.,atmosphere,1
1763,Every course was better than the next.,course,1
1764,The staff is incredibly helpful and attentive.,staff,1
1765,"If presentation and service is your thing, then this magic show works.",service,1
1766,"Apparently, the good cook works then.",cook,1
1767,The Yellowtail was particularly good as well.,Yellowtail,1
1768,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,1
1769,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,1
1770,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,-1
1771,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,-1
1772,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,-1
1773,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,-1
1774,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,-1
1775,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,1
1776,Patroon features a nice cigar bar and has great staff.,cigar bar,1
1777,Patroon features a nice cigar bar and has great staff.,staff,1
1778,Very affordable and excellent ambient!,ambient,1
1779,"More important, the sushi rivals the best in Tokyo.",sushi,1
1780,I have never had cheescake like this.,cheescake,1
1782,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,-1
1783,Its a go-to for dates as well as entertaining out of town guests.,entertaining,1
1784,Why do people rave about the ambience.,ambience,-1
1785,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,0
1786,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,1
1787,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,1
1788,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,1
1789,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,1
1790,Great sushi experience.,sushi,1
1791,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,1
1792,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,1
1793,They charge $6.00 for rice.,rice,-1
1794,My steak au poivre was one of the worst I've had.,steak au poivre,-1
1795,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,1
1796,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,1
1797,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,1
1798,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,1
1799,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,1
1800,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,1
1801,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,1
1802,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,1
1803,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,1
1804,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,-1
1805,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,1
1806,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,1
1807,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,1
1808,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,1
1810,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,-1
1811,The place was real empty but that was because this was the first Sunday they ever opened.,place,-1
1812,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,1
1813,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,1
1815,"Ambience is delightful, service impeccable.",Ambience,1
1816,"Ambience is delightful, service impeccable.",service,1
1817,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,1
1818,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,1
1819,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,1
1820,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,1
1821,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,1
1822,Although be warned their dinner menu to sit and take out prices are different.,prices,0
1823,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,0
1824,Although be warned their dinner menu to sit and take out prices are different.,take out,0
1825,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,1
1826,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,1
1827,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,1
1828,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,1
1829,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,1
1830,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,1
1831,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,1
1832,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,1
1833,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,1
1834,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,0
1835,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,-1
1836,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,-1
1837,"To celebrate a birthday, three of us went to Mare anticipating great food.",food,0
1838,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,0
1839,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,0
1840,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,0
1841,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,1
1842,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,-1
1843,"But for whatever reason, prices are about twice as high.",prices,-1
1844,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,-1
1845,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,-1
1846,Great atmoshere and worth every bit.,atmoshere,1
1847,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,1
1848,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,1
1849,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,1
1850,The staff was knowledgeable and full of personality.,staff,1
1851,Great staff.,staff,1
1852,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,-1
1853,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,0
1854,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,-1
1855,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,1
1856,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,1
1857,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,1
1858,The banana tower is an amazing dessert as well.,banana tower,1
1859,The banana tower is an amazing dessert as well.,dessert,1
1860,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,1
1861,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,1
1862,"Excellent atmosphere, delicious dishes good and friendly service.",service,1
1863,A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,1
1864,A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,1
1865,A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,1
1866,"Great vibe, lots of people.",vibe,1
1867,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,1
1868,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,1
1869,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,-1
1870,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,0
1871,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,1
1872,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,-1
1873,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,-1
1874,Great food and the prices are very reasonable.,food,1
1875,Great food and the prices are very reasonable.,prices,1
1877,"A cool bar with great food, and tons of excellent beer.",bar,1
1878,"A cool bar with great food, and tons of excellent beer.",food,1
1879,"A cool bar with great food, and tons of excellent beer.",beer,1
1880,"Be sure to try the seasonal, and always delicious, specials.",specials,1
1881,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,1
1882,The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,1
1883,"Fresh, authentic, french cuisine in substantial portions.",french cuisine,1
1884,"Fresh, authentic, french cuisine in substantial portions.",portions,1
1885,"Drinks got screwed up, she acted put upon.",Drinks,-1
1886,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,1
1887,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,1
1888,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,1
1889,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,1
1890,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,1
1891,But the pizza is way to expensive.,pizza,-1
1892,"And the staff is also young, energeic and hot!!!!",staff,1
1893,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,1
1894,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,1
1896,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,-1
1897,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,1
1898,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,1
1899,Good drink.,drink,1
1900,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,1
1901,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,1
1902,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,1
1903,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom,1
1904,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,1
1905,We had a girls' night dinner here for restaurant week.,dinner,0
1906,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,-1
1907,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,0
1908,My chow fun and chow see was really bland and oily.,chow fun and chow see,-1
1909,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,1
1910,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,1
1911,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",seated,1
1912,"we did notice however, that some tables had what looked like pita instead of naan.",pita,-1
1913,"we did notice however, that some tables had what looked like pita instead of naan.",naan,-1
1914,"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,0
1915,"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,1
1916,The grilled cheese at home afterwards was better.!!,grilled cheese,1
1918,"Great service, great food.",service,1
1919,"Great service, great food.",food,1
1921,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,-1
1922,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,-1
1923,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,-1
1924,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,1
1925,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,-1
1926,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,0
1927,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,1
1928,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,1
1929,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,1
1930,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,1
1931,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,0
1932,We did have to wait at the bar for approx.,bar,0
1933,"If you love seafood, you would love this place!",seafood,1
1934,"If you love seafood, you would love this place!",place,1
1935,"Good, fast service.",service,1
1936,They charge different prices all the time.,prices,-1
1937,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",service,-1
1938,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",cheese,1
1939,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",menu,1
1940,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,1
1941,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,-1
1942,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,0
1943,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,0
1944,Love the Jazz bands on Fri and Sat.,Jazz bands,1
1945,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",hostess,1
1946,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",wait,-1
1947,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",table,1
1948,The servers give you some sample slices of your order while you wait (shortly I might add).,servers,1
1949,The service was ok.,service,0
1950,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,0
1951,"Don't expect to sit down inside though, there are only a few tables and they are always full.",tables,-1
1952,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",staff,1
1953,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambiance,1
1954,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,1
1955,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,1
1956,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",halibut special,1
1957,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",steak,1
1958,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,1
1959,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,manager,-1
1960,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,0
1961,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,1
1962,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,1
1963,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,0
1964,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,seated,1
1965,We were fast to order the appetizer platter since we were very hungry.,appetizer platter,0
1966,"The staff are attentive, and have smiles on their faces.",staff,1
1967,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",dress codes,1
1968,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",attitudes,1
1969,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",place,1
1970,"Largest and freshest pieces of sushi, and delicious!",pieces of sushi,1
1971,Even the pasta is delicious here (a rarity in New York pizza restaurants).,pasta,1
1972,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,-1
1973,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",dumplings,0
1974,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",appetizer,-1
1976,After my 3rd time the manager remembered me and treated me like an usual customer.,manager,1
1977,now if they could only get a toaster.,toaster,-1
1978,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",Neapolitan pizza,1
1979,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",zucchini blossoms,1
1980,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,-1
1981,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,1
1982,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",ingredients,1
1983,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",crust,1
1984,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",slice,1
1985,Fish is so very fresh.,Fish,1
1986,The prices were CHEAP compared to the quality of service and food.,prices,1
1987,The prices were CHEAP compared to the quality of service and food.,service,1
1988,The prices were CHEAP compared to the quality of service and food.,food,1
1989,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,1
1990,less wait time for me!,wait time,1
1991,"The decor is really blah, and not at all hip or happening.",decor,-1
1992,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",fish tanks,1
1993,It appears to be the owner's first venture and it shows.,owner,-1
1994,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,1
1995,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef,-1
1996,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,noodle soup dishes,-1
1997,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,menu,-1
1998,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,1
1999,They have a huge selection of different cream cheeses and all of their salads are great.,salads,1
2000,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,lobster sandwich,1
2001,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,spaghetti with Scallops and Shrimp,1
2002,The food was authentic.,food,1
2003,The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,1
2004,The dim sum is delectable while the prices are quite easy on the wallet.,prices,1
2005,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,1
2006,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dish,1
2007,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",dishes,0
2008,The worst excuse for Japanese food I've ever encountered.,Japanese food,-1
2009,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,Chicken Teriyaki dish,-1
2010,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,chicken,-1
2011,"We had reservations at 9pm, but was not seated until 10:15pm.",reservations,-1
2012,We had Pam's special fried fish and it was amazing.,Pam's special fried fish,1
2013,There is no excuse for such lousy service!,service,-1
2014,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,1
2015,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,1
2016,"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,1
